,sentence1,sentence2,score,label,label_name,emoji_list
0,big business,[EM]dollar banknote[EM]dollar banknote[EM]Japanese open for business button[EM],1.0,0,emoji_annotations_text,"[':dollar_banknote:', ':dollar_banknote:', ':Japanese_open_for_business_button:']"
1,big business,[EM]dollar banknote[EM]briefcase[EM],1.0,0,emoji_annotations_text,"[':dollar_banknote:', ':briefcase:']"
2,big business,[EM]money with wings[EM]man office worker[EM]chart increasing[EM]cityscape[EM],1.0,0,emoji_annotations_text,"[':money_with_wings:', ':man_office_worker:', ':chart_increasing:', ':cityscape:']"
3,big business,[EM]clapping hands light skin tone[EM]office building[EM],1.0,0,emoji_annotations_text,"[':clapping_hands_light_skin_tone:', ':office_building:']"
4,big business,[EM]office building[EM]woman technologist[EM]man technologist[EM]chart increasing[EM]chart decreasing[EM],1.0,0,emoji_annotations_text,"[':office_building:', ':woman_technologist:', ':man_technologist:', ':chart_increasing:', ':chart_decreasing:']"
5,big business,[EM]cityscape[EM],1.0,0,emoji_annotations_text,[':cityscape:']
6,big business,[EM]smiling face with sunglasses[EM]smiling face with sunglasses[EM]man office worker light skin tone[EM]airplane[EM]airplane[EM]office building[EM],1.0,0,emoji_annotations_text,"[':smiling_face_with_sunglasses:', ':smiling_face_with_sunglasses:', ':man_office_worker_light_skin_tone:', ':airplane:', ':airplane:', ':office_building:']"
7,big business,[EM]chart increasing[EM]chart increasing[EM]chart increasing[EM],1.0,0,emoji_annotations_text,"[':chart_increasing:', ':chart_increasing:', ':chart_increasing:']"
8,big business,[EM]money bag[EM]money bag[EM]necktie[EM],1.0,0,emoji_annotations_text,"[':money_bag:', ':money_bag:', ':necktie:']"
9,big business,[EM]grinning face[EM]person in suit levitating[EM],0.5,1,baseline_text,"[':grinning_face:', ':person_in_suit_levitating:']"
10,big business,[EM]grinning face[EM]sad but relieved face[EM],0.1,2,semineg_text,"[':grinning_face:', ':sad_but_relieved_face:']"
11,big business,[EM]grinning face[EM]microphone[EM],0.1,2,semineg_text,"[':grinning_face:', ':microphone:']"
12,big business,[EM]grinning face[EM]reminder ribbon[EM],0.1,2,semineg_text,"[':grinning_face:', ':reminder_ribbon:']"
13,big business,[EM]grinning face[EM]man[EM],0.1,2,semineg_text,"[':grinning_face:', ':man:']"
14,big business,[EM]grinning face[EM]cityscape[EM],0.1,2,semineg_text,"[':grinning_face:', ':cityscape:']"
15,big business,[EM]grinning face[EM],0.1,2,semineg_text,[':grinning_face:']
